page	lang	kind	source	gate	line	excerpt
examples	default	bridge	none	B	8	**Bei der Migration verfasst — vor dem Release prüfen.** ### Beispielszenario: NLP-Pipeline „Amanda Alzheimer“ Die Beisp
examples	en	bridge	none	B	13	**Written during migration — review before release.** ### Example scenario: "Amanda Alzheimer" NLP pipeline Together the
extensions	default	bridge	none	B	14	**Bei der Migration verfasst — vor dem Release prüfen.** Das Modul definiert eine Extension: die [NLP Processing Status 
extensions	en	bridge	none	B	15	**Written during migration — review before release.** The module defines one extension: the [NLP Processing Status Exten
implementer-guidance	default	bridge	MIIIGModulDokument/Kontext-Bezuege.page.md	B	23	**Bei der Migration verfasst — vor dem Release prüfen.** Diese Seite bündelt den fachlichen Kontext des Moduls, seine Be
implementer-guidance	default	bridge	none	B	85	**Bei der Migration verfasst — vor dem Release prüfen.** Die im Diagramm gezeigten Pakete `de.medizininformatikinitiativ
implementer-guidance	default	bridge	MIIIGModulDokument/Kontext-Bezuege.page.md	B	111	**Bei der Migration verfasst — vor dem Release prüfen.** Die feldweise Gegenüberstellung zu ISiK Dokumentenaustausch, KB
implementer-guidance	en	bridge	MIIIGModulDokument/Kontext-Bezuege.page.md	B	23	**Written during migration — review before release.** This page collects the domain context of the module, its relations
implementer-guidance	en	bridge	none	B	84	**Written during migration — review before release.** The packages `de.medizininformatikinitiative.kerndatensatz.person`
implementer-guidance	en	bridge	MIIIGModulDokument/Kontext-Bezuege.page.md	B	109	**Written during migration — review before release.** The field-by-field comparison with ISiK document exchange, KBV MIO
index	default	bridge	MIIIGModulDokument/Index.page.md	B	28	**Bei der Migration verfasst — vor dem Release prüfen.** Die vollständige Versionshistorie des Leitfadens ist auf der Se
index	default	bridge	none	B	107	**Bei der Migration verfasst — vor dem Release prüfen.** Formale Abhängigkeiten dieses Moduls (siehe `dependencies` in `
index	en	bridge	MIIIGModulDokument/Index.page.md	B	28	**Written during migration — review before release.** The guide's full version history is documented on the [Changes](ch
index	en	bridge	none	B	102	**Written during migration — review before release.** Formal dependencies of this module (see `dependencies` in `sushi-c
kompatibilitaet	default	bridge	MIIIGModulDokument/TechnischeImplementierung/Kompatibilitaet.page.md	B	255	**Bei der Migration verfasst — vor dem Release prüfen.** Die hier verglichenen Elementdefinitionen sind im [Dokument-Pro
kompatibilitaet	en	bridge	MIIIGModulDokument/TechnischeImplementierung/Kompatibilitaet.page.md	B	255	**Written during migration — review before release.** The element definitions compared here are laid down normatively in
logical-models	default	bridge	MIIIGModulDokument/AnwendungsflleInformationsmodell/Datensaetze.page.md	B	14	**Bei der Migration verfasst — vor dem Release prüfen.** Das folgende Verzeichnis listet jedes Element des logischen Mod
logical-models	default	bridge	MIIIGModulDokument/AnwendungsflleInformationsmodell/Datensaetze.page.md	B	25	**Bei der Migration verfasst — vor dem Release prüfen.** Der IG-Publisher rendert dieses Element-zu-Ressource-Mapping au
logical-models	en	bridge	MIIIGModulDokument/AnwendungsflleInformationsmodell/Datensaetze.page.md	B	15	**Written during migration — review before release.** The following dictionary lists every element of the logical model 
logical-models	en	bridge	MIIIGModulDokument/AnwendungsflleInformationsmodell/Datensaetze.page.md	B	26	**Written during migration — review before release.** The IG Publisher does not render this element-to-resource mapping 
profiles	default	bridge	MIIIGModulDokument/TechnischeImplementierung/FHIRProfile/Index.page.md	B	13	**Bei der Migration verfasst — vor dem Release prüfen.** Das Modul definiert ein Profil: [MII PR Dokument Dokument](Stru
profiles	default	bridge	MIIIGModulDokument/TechnischeImplementierung/FHIRProfile/Index.page.md	B	31	**Bei der Migration verfasst — vor dem Release prüfen.** Die folgenden Konventionen gelten nicht nur für die Profile, so
profiles	default	bridge	none	B	78	**Bei der Migration verfasst — vor dem Release prüfen.** Die kanonischen Namensräume `modul-person` und `modul-fall` ble
profiles	en	bridge	MIIIGModulDokument/TechnischeImplementierung/FHIRProfile/Index.page.md	B	14	**Written during migration — review before release.** The module defines one profile: [MII PR Dokument Dokument](Structu
profiles	en	bridge	MIIIGModulDokument/TechnischeImplementierung/FHIRProfile/Index.page.md	B	32	**Written during migration — review before release.** The conventions below apply not only to the profiles, but to all c
profiles	en	bridge	none	B	82	**Written during migration — review before release.** The canonical namespaces `modul-person` and `modul-fall` remain va
security-and-privacy	default	bridge	none	B	49	**Bei der Migration verfasst — vor dem Release prüfen.** Die folgenden modulspezifischen Aspekte wurden aus dem Profil u
security-and-privacy	en	bridge	none	B	49	**Written during migration — review before release.** The following module-specific aspects were derived from the profil
translationinfo	default	bridge	none	B	16	**Bei der Migration verfasst — vor dem Release prüfen.** Die deutschen Seiten wurden bei der Migration von Simplifier un
translationinfo	en	bridge	none	B	16	**Written during migration — review before release.** The German pages were carried over unchanged from the previous Sim
uml-diagrams	default	bridge	none	B	9	**Bei der Migration verfasst — vor dem Release prüfen.** Die Module Person und Fall sind seit dem KDS-Release 2026 im Ba
uml-diagrams	en	bridge	none	B	11	**Written during migration — review before release.** Since the KDS release 2026, the modules Person and Fall have been 
value-sets	default	bridge	none	B	25	**Bei der Migration verfasst — vor dem Release prüfen.** SNOMED-CT-Inhalte dieses Moduls verwenden die **International E
value-sets	en	bridge	none	B	23	**Written during migration — review before release.** SNOMED CT content of this module uses the **International Edition,
